Codigo-N;DIRECCION;ACTIVIDAD - Nombre Sede Nuevo;Ambito;TELEFONO Principal;Respaldo Movil / NGN/ RDSI Local;POBLACION;PROVINCIA;NIF;DISTRITO POSTAL;DISTRITO TARIFICACION;TIPO CONEXIÓN;SERVICIOS Prestados;ESTADO julio 2018;CRITICIDAD;Horario Servicio;Contacto Centro Fijo;Conatcto Centro Móvil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0611;Polígono Quiñón, Parcela M-N;Centro Salud Aliaga;Salud;978771177;978223923;Burgo de Ebro (El);Teruel;;;;;L, V, D;activo;ES. REMOTO;24x7;;689098213 / 710041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1088;C/ Barrio bajo , ;Parque de Maquinaria Aliaga;Admon.;978771633;;Cabañas de Ebro;Teruel;;;;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2247;C/ Tras de la Iglesia s/n;C.R.A. Pablo Antonio Crespo - Aliaga;C. Educa.;978771442;;Cadrete;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2271;C/ Medio s/n;C.R.A. Palmira Pla - Allepuz;C. Educa.;978778209;;Calaceite;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1691;C/ Grande, s/n;Hospedería de Aragón;Externo;;;Calamocha;Teruel;;;;;;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2277;C/ Escuela s/n;C.R.A. Ariño-Alloza - Alloza;C. Educa.;978845292;;Calanda;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2657;C/ Plano s/n;C.R.A. L' Albada - Almolda (La);C. Educa.;976171647;;Calatayud;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2617;C/ Escuela s/n;C.R.A. L' Albardín - Almonacid de la Cuba;C. Educa.;976837121;;Calatorao;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2394;C/ San Nicolás de Tolentino 2;C.E.I.P. Arzobispo Doménech - Almonacid de la Sierra;C. Educa.;976627002;;Caldearenas;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1703;C/ MAYOR, 64;AGRUP. SECR. JUZGADOS DE ALMUDÉVAR;Externo;974251253;;Camañas;HUESCA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0121;Plaza de España 2, 20;OCA Almudevar;Admon.;974250960;638895479 / 749060;Camarena de La Sierra;Huesca;LS5011001D;22270;2211;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0600;Avda. del Rosario, 1;Centro Salud Almudevar;Salud;974253216;974263620;Camarillas;Huesca;;;;;L, V, D;activo;ES. REMOTO;24x7;;689093722 / 720006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2099;C/ Las Ciencias s/n;A.C.E.P.A. de Almudevar - Almudévar;C. Educa.;;;Caminreal;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2101;C/ Miguel Montserrat s/n;Secc. I.E.S. Pirámide - Almudévar;C. Educa.;974250266;;Campillo de Aragón;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2803;C/ Las Ciencias s/n;C.E.I.P. Santos Samper Sarasa - Almudévar;C. Educa.;974250218;;Campo;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0255;Avda. Laviaga Castillo 2, bajo;Avenida Laviaga Castillo 2, Bajo;Admon.;600833;;Candasnos;Zaragoza;LS5011001D;50100;5063;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0269;Oca (antiguo);Garay 3;Admon.;600079;;Canfranc;Zaragoza;LS5011001D;50100;5063;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0301;Ronda Garcia Gimenez s/n, bajo;Ronda Garcia Gimenez s/n, Bajo;Admon.;812301;;Canfranc Estación;Zaragoza;LS5011001D;50100;5063;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0409;Avda. Corazon de Jesus, 11;OCA La Almunia;Admon.;976819001;629367085 / 749025;Cantavieja;Zaragoza;;50100;5063;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0647;Avda. Laviaga Castillo, 18;Centro Salud la Almunia de Dona Godina;Salud;976813115;976696226;Cañada de Verich (La);Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;639357926 / 710027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1027;C/ Vargas, 9;Zona Veterinaria de La Almunia (Salud y Consumo);Admon.;976819071;638895773 / 749064;Cañizar del Olivar;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1037;Avda. Laviaga Castillo, 18 ;Residencia Juvenil Almunia Doña Godina;Admon.;976600833;;Capella;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1514;C/ Frailla, 9;Juzgado de Almunia Doña Godina;Justicia;976813400;976696328;Carenas;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1607;C/ Mayor, s/n;Escuela Universitaria Politécnica de la Almunia de Dª Godina (Centro Adscrito);Externo;;;Cariñena;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2002;C/ la Paz, s/n;C.P.R. la Almunia de Doña Godina - Almunia de Doña Godina, La;C. Educa.;976811732;;Cartuja Baja;Zaragoza;;;;;L, D;inactivo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2395;Avda. Laviaga Castillo 14;C.E.I.P. Nertóbriga - Almunia de Doña Godina, La;C. Educa.;976812199;;Cartuja de Monegros (La);Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2552;C/ Carrera de la Hilera s/n;I.E.S. Cabañas - Almunia de Doña Godina, La;C. Educa.;976812480;;Casetas;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2749;C/ la Paz s/n ;E.O.E.P. Equipo Orient.Educ.Y Psicop. - Almunia de Doña Godina, La;C. Educa.;976812552;;Caspe;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2887;Avda. Laviaga Castillo 14;C.E.I.P. Florián Rey;C. Educa.;976813597;;Castejón de Monegros;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2914;Av. María Auxiliadora, 2;C.P.R. la Almunia de Doña Godina - Almunia de Doña Godina, La;C. Educa.;;;Castejón de Valdejasa;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2076;C/ Joaquín Costa 1;C.R.A. Arco Iris - Almunia de San Juan;C. Educa.;974404748;;Castejón del Puente;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2396;Camino Almonacid s/n;C.E.I.P. Ramón y Cajal - Alpartir;C. Educa.;976813001;;Castel de Cabra;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2811;C/ Iglesia s/n;C.R.A. Vero-Alcanadre - Alquézar;C. Educa.;974318961;;Castellote;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2073;C/ Miguel Fleta 1;C.R.A. de Altorricón - Altorricón;C. Educa.;974425202;;Castelserás;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0149;C/ Barrio de San Blas- la Guea, s/n;Inst. Formacion Agroambiental - IFA Teruel;C. Educa.;600613;;Castejón de Sos;Teruel;LS5011001D;44001;4410;;duplicato con 2153;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2671;C/ San Juan s/n;C.R.A. la Huecha - Ambel;C. Educa.;976860557;;Castigaleu;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0192;C/ La Union, 44;La Union, 44;Admon.;880484;;Castiliscar;Teruel;LS5011001D;44500;4463;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0566;C/ Huesca, s/n;Centro Salud Andorra;Salud;978842106;978223935;Castillazuelo;Teruel;;;;;L, V, D;activo;ES. REMOTO;24x7;;606396967 / 730029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;C/ Dos de Mayo, 31;Oficina Empleo de Andorra;Admon.;978842230;646028485 / 749043;Castillonroy;Teruel;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1053;Polígono la Umbría, Parcela 20;OCA Andorra;Admon.;978844141;619807678 / 749007;Caude;Teruel;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059;Plaza del Regallo, s/n;Hogar 3ª Edad Andorra;Admon.;978842052;638253624 / 749037;Cedrillas;Teruel;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1727;PLAZA DE ESPAÑA, 1;JUZGADO DE PAZ DE ANDORRA;Externo;978842160;;Celadas;TERUEL;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2132;C/ San Isidro Labrador 2;C.E.I.P. Juan Ramón Alegre - Andorra;C. Educa.;978842190;;Cella;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2205;C/ Fuente Baja 28;C.E.E. Gloria Fuertes - Andorra;C. Educa.;978842652;;Cerezos (Los);Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2231;Avda. Escatrón 1;C.E.I.P. Manuel Franco Royo - Andorra;C. Educa.;978880206;;Cerler;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2245;C/ Hermanos Zapata 8;I.E.S. Pablo Serrano - Andorra;C. Educa.;978842162;;Cerollera (La);Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2365;C/ Escuelas 10;C.P.E.P.A. de Andorra - Andorra;C. Educa.;978880454;;Cervera de la Cañada;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2383;C/ San Isidro Labrador 2;E.O.E.P. Equipo General de Orientacion Ed. y Ps. - Andorra;C. Educa.;978843478;;Cetina;Teruel;;;;;L, D;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2386;Paseo Las Minas s/n, Planta 2ª;C.P.R. de Andorra - Andorra;C. Educa.;978842144;;Chalamera;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1698;C/ Estacion, 1;Instituto Aragones de Fomento / Centro Emprendedores de Andorra;Externo;;;Chimillas;Teruel;;;;;;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0132;C/ Santa Maria;Agencia Comarcal;Admon.;260070;;Chiprana;Huesca;LS5011001D;22123;2212;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2045;C/ Las Eras s/n;C.R.A. Montearagón - Angüés;C. Educa.;974260462;;Codoñera (La);Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2602;Avda. Constitución s/n;C.R.A. Río Ribota - Aniñón;C. Educa.;976896128;;Codos;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0356;C/ Extramuros;Extramuros;Admon.;;;Conchel;Huesca;;;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0357;C/ Santa Barbara;Centro de Interpretación del Oso y Usos Múltiples;Admon.;974370210;;Cosuenda;Huesca;;;;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1674;C/ Santa Bárbara, 4;SARGA Anso;Externo;;;Cretas;Huesca;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2058;C/ Arrigo s/n;C.R.A. Río Aragón - Ansó;C. Educa.;974370200;;Crivillén;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1675;C/ Tarazona, 1-2;SARGA Añon de Moncayo;Externo;;;Cuarte de Huerva;Zaragoza;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2627;C/ Emilio Navarro s/n;C.R.A. Bécquer - Añón de Moncayo;C. Educa.;;;Cubel;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0059;C/ Afueras s/n;COMENA;Admon.;371495;;Cuevas de Almudén;Huesca;LS5011001D;22730;2268;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0110;C/ Mayor, 9;Mayor 9;Admon.;371454;;Cuevas de Cañart;Huesca;LS5011001D;22730;2268;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2589;C/ Los Pozos s/n;C.R.A. Aranda-Isuela - Aranda de Moncayo;C. Educa.;;;Curbe;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2666;C/ Arrabal 66;C.R.A. Vicort-Isuela - Arándiga;C. Educa.;976605432;;Cutanda;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2215;C/ Blas Murria 2;C.R.A. Javalambre - Arcos de las Salinas;C. Educa.;962108155;;Daroca;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2066;Avda. Ribagorzana s/n;C.R.A. Ribagorza Oriental - Arén;C. Educa.;974542070;;Ejea de los Caballeros;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2143;C/ Magdalena s/n;C.R.A. Teruel Uno - Argente;C. Educa.;978779100;;Ejulve;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0057;C/ Afueras;Centro de Interpretación Arguis (Med. Amb.);Admon.;974272003;;Encinacorba;Huesca;LS5011001D;22150;2213;;L;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1669;C/ Sabiñanigo, s/n;Sociedad de Promoción y Gestión del Turismo Aragon;Externo;;;Épila;Huesca;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2278;C/ Teruel 10;C.R.A. Ariño-Alloza - Ariño;C. Educa.;978817133;;Erla;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2371;C/ Teruel 17;A.C.E.P.A. Ariño - Ariño;C. Educa.;;;Escalona;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0294;Plaza del Hortal s/n, bajo (Ayuntamiento);Plaza del Hortal s/n, Bajo (Ayuntamiento);Admon.;845536;;Escarrilla;Zaragoza;LS5011001D;50220;5062;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0411;Plaza del Hortal, 18;OCA Ariza;Admon.;976879000;619808546 / 749018;Escatrón;Zaragoza;;50220;5062;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0592;C/ la Paz;Centro Salud Ariza;Salud;976845234;;Escorihuela;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;609067036 / 710029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2654;C/ Pilar 12;C.R.A. Puerta de Aragón - Ariza;C. Educa.;976845271;;Escucha;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2614;C/ Diputación 6;C.R.A. Cerro de Santa Cruz - Atea;C. Educa.;;;Escuer;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0593;Paseo Manubles, 4;Centro Salud Ateca;Salud;976842018;;Esplús;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;619363966 / 710010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1706;PLAZA DE ESPAÑA, 5;AGRUP. SECR. JUZGADOS DE PAZ DE ATECA;Externo;976872321;;Estada;ZARAGOZA;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2397;Plaza del Mesón 8;C.E.I.P. Virgen de la Peana - Ateca;C. Educa.;976842069;;Estadilla;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2646;Paseo Manubles 6;I.E.S. Zaurín - Ateca;C. Educa.;976842110;;Estercuel;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0116;Plaza de Aragon 38;Plaza de Aragon 38;Admon.;380092;;Estiche de Cinca;Huesca;LS5011001D;22800;2262;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0400;Plaza de Aragon 40;OCA Ayerbe;Admon.;974380800;638895839 / 749065;Estopiñán del Castillo;Huesca;;22800;2262;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0601;C/ Juaquin Costa, 17;Centro Salud Ayerbe;Salud;974380177;974263624;Fabara;Huesca;;;;;L, V, D;activo;ES. REMOTO;24x7;;689224675 / 720048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2802;C/ Progreso 4;C.E.I.P. Ramón y Cajal - Ayerbe;C. Educa.;974380028;;Fañanas;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1744;CONJUNTO HISTÓRICO ARTÍSTICO DE AZAILA;CONJUNTO HISTÓRICO ARTÍSTICO DE AZAILA;Externo;;;Farlete;TERUEL;;;;;DU;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2313;C/ Arrabal 7;C.R.A. Bajo Martín - Azaila;C. Educa.;;;Fayón;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2044;Plaza Teodoro Noguera s/n;C.R.A. Estadilla-Fonz - Azanuy;C. Educa.;974411212;;Ferreruela de Huerva;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2810;C/ Bucharabola s/n;C.R.A. Vero-Alcanadre - Azara;C. Educa.;974319263;;Figueruelas;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0632;C/ San Nicolas, 22;Consultorio de Azuara;Salud;976834109;976696222;Fiscal;Zaragoza;;;;;L, V, D;activo;ES. REMOTO;24x7;;636958321 / 710088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2618;C/ Extramuros 55-57;C.R.A. L' Albardín - Azuara;C. Educa.;976834088;;Fonz;Zaragoza;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0612;C/ Las Eras, 79;Centro Salud Baguena;Salud;978733440;978223913;Formiche Alto;Teruel;;;;;L, V, D;activo;ES. REMOTO;24x7;;660513616 / 730061;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2357;C/ Estacion s/n;C.R.A. El Poyo del Cid - Báguena;C. Educa.;978733332;;Formigal;Teruel;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1096;C/ Afueras, s/n;Helipuerto Bailo;Admon.;;;Fortanete;Huesca;;;;;???;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2879;C/ Tallata, s/n;C.R.A. Río Aragón;C. Educa.;;;Foz-Calanda;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2801;C/ Barrio Nuevo s/n;C.E.I.P. Francisco Galiay Sarañana - Ballobar;C. Educa.;974461197;;Fraga;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0075;Avda. Monseñor Escriva de Balaguer;Residencia Juvenil;Admon.;;;Frago (El);Huesca;LS5011001D;22300;2263;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0089;Ctra. Tarragona-San Sebastian;Parque de Maquinaria Barbastro;Admon.;974313631;;Frasno (El);Huesca;LS5011001D;22300;2263;;L, D;activo;ES. REMOTO;12X5;;629479804 / 781413 capataz;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0102;C/ Joaquin Costa 1;Agencia Comarcal (Antiguo);Admon.;311421;;Fresneda (La);Huesca;LS5011001D;22300;2263;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0115;Plaza de Aragon;Plaza de Aragon;Admon.;311062;;Frías de Albarracin;Huesca;LS5011001D;22300;2263;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0133;C/ Tenor Fleta 3, bajo;Tenor Fleta 3, Bajo;Admon.;313844;;Frías de Albarracín;Huesca;LS5011001D;22300;2263;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0134;C/ Teruel 14;Club de Ancianos Virgen del Pueyo;Admon.;311723;;Frula;Huesca;LS5011001D;22300;2263;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0351;Paseo de los Pinos 9 - 13;Pº de los  Pinos 9 - 13;Admon.;;;Fuendejalón;Huesca;;22300;;;no inventario;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0402;Avda. Ejercito Español 2;OCA Barbastro (Antiguo);Admon.;;;Fuentes Calientes;Huesca;;22300;2263;;bien;inactivo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0446;C/ Conde, s/n;Oficina Delegada Barbastro;Admon.;974316770;;FUENTES CLARAS;Huesca;LS5011001D;22300;2263;;L, V, D;activo;ES. REMOTO;12X5;;690857423 / 780049 Coordinador ZV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0484;Polígono Valle del Cinca, Parcela 40;Matadero Carnicas Barbastro S.L.;Admon.;;;Fuentes de Ebro;Huesca;;;;;;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0485;C/ Huesca, 24;Hogar 3ª Edad Barbastro;Admon.;974312662;646068552 / 749051;Fuentes de Jiloca;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0513;Ctra. Nacional-240, s/n;Hospital de Barbastro;Salud;974249000;974249001;Fuentes de Rubielos;Huesca;;22300;;;L, V, D;activo;ES. REMOTO;24x7;;629070091 / 720062 Guardia Informatica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0528;C/ Saint Gaudens, s/n;Centro Salud Barbastro;Salud;974314433;974263631;Fuentespalda;Huesca;;22300;;;L, V, D;activo;ES. REMOTO;12x5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0579;C/ Zaragoza, 29;Centro Salud Barbastro Pediatria;Salud;974315131;974263632;Gallocanta;Huesca;;;;;L, V, D;activo;ES. REMOTO;12x5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0657;Ctra. de Huesca, s/n;061 Ume Barbastro (Cruz Roja);Salud;??;;Gallur;Huesca;;;;;L, D;inactivo;ES. REMOTO;12X5;David Añon - 514064;636740954 / 710520 Coordinador;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1507;C/ Fernando El Católico, 3;Juzgado de Barbastro;Justicia;974310047;974263649;Galve;Huesca;;;;;L, V, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1614;C/ Argensola 60;UNED Barbastro;Externo;;;Gargallo;Huesca;;;;;bien;activo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2098;Avda. del Cinca s/n;C.P.E.P.A. Somontano - Barbastro;C. Educa.;974306433;;Garrapinillos;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2107;Camino de la Boquera s/n;E.O.I. de Barbastro - Barbastro;C. Educa.;974110360;;Gea de Albarracín;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2111;C/ Miguel Fleta 3;G.I. la Paz - Barbastro;C. Educa.;974313844;;Gelsa;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2472;Camino de la Boquera s/n;I.E.S. Martínez Vargas - Barbastro;C. Educa.;974310294;;Ginebrosa (La);Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2763;C/ Luis Buñuel 7, Planta bajo;C.E.I.P. Pedro I - Barbastro;C. Educa.;974312521;;Gistaín;Huesca;;;;;L, D;activo;ES. REMOTO;12X5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
